date_of_event,age,citizenship,event_location,event_location_district,event_location_region,date_of_death,gender,took_part_in_the_hostilities,place_of_residence,place_of_residence_district,type_of_injury,ammunition,killed_by,DESIRED_FORMAT,age_group
12-07-2006,7,Palestinian,Gaza City,Gaza,Gaza Strip,12-07-2006,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,0-14
12-07-2006,5,Palestinian,Gaza City,Gaza,Gaza Strip,12-07-2006,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,0-14
12-07-2006,9,Palestinian,Gaza City,Gaza,Gaza Strip,12-07-2006,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,0-14
12-07-2006,12,Palestinian,Gaza City,Gaza,Gaza Strip,12-07-2006,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,0-14
12-07-2006,13,Palestinian,Gaza City,Gaza,Gaza Strip,12-07-2006,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,0-14
12-07-2006,17,Palestinian,Gaza City,Gaza,Gaza Strip,12-07-2006,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
12-07-2006,42,Palestinian,Gaza City,Gaza,Gaza Strip,12-07-2006,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
12-07-2006,46,Palestinian,Gaza City,Gaza,Gaza Strip,12-07-2006,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,45-64
12-07-2006,37,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,12-07-2006,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,Jul 2006,15-44
12-07-2006,23,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,12-07-2006,M,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,Jul 2006,15-44
12-07-2006,20,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,12-07-2006,M,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,Jul 2006,15-44
12-07-2006,20,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,12-07-2006,M,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,Jul 2006,15-44
12-07-2006,21,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,12-07-2006,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,Jul 2006,15-44
12-07-2006,20,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,12-07-2006,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,Jul 2006,15-44
12-07-2006,22,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,12-07-2006,M,Yes,Deir al-Balah,Deir al-Balah,gunfire,missile,Israeli security forces,Jul 2006,15-44
12-07-2006,19,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,12-07-2006,M,Yes,Deir al-Balah,Deir al-Balah,gunfire,missile,Israeli security forces,Jul 2006,15-44
12-07-2006,15,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,12-07-2006,M,No,Deir al-Balah,Deir al-Balah,gunfire,missile,Israeli security forces,Jul 2006,15-44
11-07-2006,29,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,11-07-2006,M,Yes,Jabalya,North Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
10-07-2006,18,Palestinian,Gaza City,Gaza,Gaza Strip,10-07-2006,M,Yes,Gaza city,Gaza,gunfire,shell,Israeli security forces,Jul 2006,15-44
10-07-2006,20,Palestinian,Gaza City,Gaza,Gaza Strip,10-07-2006,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
10-07-2006,16,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,10-07-2006,M,No,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
10-07-2006,16,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,10-07-2006,M,No,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
10-07-2006,15,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,10-07-2006,M,No,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
10-07-2006,16,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,10-07-2006,M,No,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
10-07-2006,23,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,10-07-2006,M,Yes,Abasan al-Kabira,Khan Yunis,gunfire,missile,Israeli security forces,Jul 2006,15-44
10-07-2006,18,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,10-07-2006,M,Yes,Khan Yunis R.C.,Khan Yunis,gunfire,missile,Israeli security forces,Jul 2006,15-44
10-07-2006,29,Palestinian,Erez (Industrial Zone),North Gaza,Gaza Strip,10-07-2006,M,No,Khan Yunis R.C.,Khan Yunis,gunfire,shell,Israeli security forces,Jul 2006,15-44
09-07-2006,18,Palestinian,Rafah,Rafah,Gaza Strip,09-07-2006,M,No,Rafah,Rafah,gunfire,missile,Israeli security forces,Jul 2006,15-44
08-07-2006,19,Palestinian,Gaza City,Gaza,Gaza Strip,08-07-2006,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
08-07-2006,24,Palestinian,Gaza City,Gaza,Gaza Strip,08-07-2006,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
08-07-2006,24,Palestinian,Gaza City,Gaza,Gaza Strip,08-07-2006,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
08-07-2006,20,Palestinian,Gaza City,Gaza,Gaza Strip,08-07-2006,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
07-07-2006,21,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,07-07-2006,M,Yes,Jabalya,North Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
07-07-2006,22,Palestinian,Gaza City,Gaza,Gaza Strip,08-07-2006,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
07-07-2006,29,Palestinian,Gaza City,Gaza,Gaza Strip,07-07-2006,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
07-07-2006,42,Palestinian,Gaza City,Gaza,Gaza Strip,07-07-2006,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
06-07-2006,32,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,06-07-2006,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
06-07-2006,12,Palestinian,Gaza City,Gaza,Gaza Strip,11-07-2006,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,0-14
06-07-2006,24,Palestinian,Gaza City,Gaza,Gaza Strip,06-07-2006,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
06-07-2006,22,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,12-07-2006,M,Yes,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
06-07-2006,20,Palestinian,Jabalya,North Gaza,Gaza Strip,06-07-2006,M,Yes,Jabalya,North Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
06-07-2006,22,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,06-07-2006,M,Yes,Jabalya,North Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
06-07-2006,24,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,06-07-2006,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,Jul 2006,15-44
06-07-2006,20,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,06-07-2006,M,Yes,Abasan al-Kabira,Khan Yunis,gunfire,missile,Israeli security forces,Jul 2006,15-44
06-07-2006,25,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,06-07-2006,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
06-07-2006,21,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,07-07-2006,M,Yes,Jabalya,North Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
06-07-2006,19,Palestinian,Gaza City,Gaza,Gaza Strip,06-07-2006,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
06-07-2006,20,Palestinian,Gaza City,Gaza,Gaza Strip,06-07-2006,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
06-07-2006,24,Palestinian,Gaza City,Gaza,Gaza Strip,06-07-2006,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
06-07-2006,28,Palestinian,Gaza City,Gaza,Gaza Strip,06-07-2006,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
06-07-2006,21,Palestinian,Gaza City,Gaza,Gaza Strip,06-07-2006,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
06-07-2006,18,Palestinian,Gaza City,Gaza,Gaza Strip,06-07-2006,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
06-07-2006,25,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,06-07-2006,M,Yes,Jabalya,North Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
06-07-2006,22,Palestinian,Gaza City,Gaza,Gaza Strip,06-07-2006,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
06-07-2006,25,Palestinian,Gaza City,Gaza,Gaza Strip,06-07-2006,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
06-07-2006,23,Palestinian,Gaza City,Gaza,Gaza Strip,06-07-2006,M,Yes,Jabalya,North Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
06-07-2006,23,Palestinian,Gaza City,Gaza,Gaza Strip,06-07-2006,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
06-07-2006,25,Palestinian,Gaza City,Gaza,Gaza Strip,08-07-2006,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
05-07-2006,21,Palestinian,Gaza City,Gaza,Gaza Strip,05-07-2006,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
03-07-2006,30,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,03-07-2006,M,Yes,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
03-07-2006,29,Palestinian,Gaza City,Gaza,Gaza Strip,03-07-2006,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
02-07-2006,33,Palestinian,Jabalya,North Gaza,Gaza Strip,02-07-2006,M,No,Jabalya,North Gaza,gunfire,missile,Israeli security forces,Jul 2006,15-44
30-06-2006,25,Palestinian,Rafah,Rafah,Gaza Strip,30-06-2006,M,Yes,Rafah,Rafah,gunfire,missile,Israeli security forces,Jun 2006,15-44
21-06-2006,35,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,21-06-2006,F,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,Jun 2006,15-44
21-06-2006,48,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,21-06-2006,M,No,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,Jun 2006,45-64
21-06-2006,1,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,10-07-2006,M,No,Rafah R.C.,Rafah,gunfire,missile,Israeli security forces,Jun 2006,0-14
20-06-2006,5,Palestinian,Gaza City,Gaza,Gaza Strip,20-06-2006,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jun 2006,0-14
20-06-2006,4,Palestinian,Gaza City,Gaza,Gaza Strip,20-06-2006,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jun 2006,0-14
20-06-2006,15,Palestinian,Gaza City,Gaza,Gaza Strip,20-06-2006,M,No,Jabalya,North Gaza,gunfire,missile,Israeli security forces,Jun 2006,15-44
16-06-2006,27,Palestinian,Gaza City,Gaza,Gaza Strip,16-06-2006,M,Object of targeted killing,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jun 2006,15-44
16-06-2006,34,Palestinian,Gaza City,Gaza,Gaza Strip,16-06-2006,M,Object of targeted killing,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jun 2006,15-44
15-06-2006,22,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,15-06-2006,M,Yes,al-Bureij R.C.,Deir al-Balah,gunfire,missile,Israeli security forces,Jun 2006,15-44
15-06-2006,22,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,15-06-2006,M,Yes,al-Bureij R.C.,Deir al-Balah,gunfire,missile,Israeli security forces,Jun 2006,15-44
13-06-2006,21,Palestinian,Gaza City,Gaza,Gaza Strip,13-06-2006,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jun 2006,15-44
13-06-2006,46,Palestinian,Gaza City,Gaza,Gaza Strip,13-06-2006,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jun 2006,45-64
13-06-2006,14,Palestinian,Gaza City,Gaza,Gaza Strip,13-06-2006,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jun 2006,0-14
13-06-2006,7,Palestinian,Gaza City,Gaza,Gaza Strip,13-06-2006,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jun 2006,0-14
13-06-2006,39,Palestinian,Gaza City,Gaza,Gaza Strip,13-06-2006,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jun 2006,15-44
13-06-2006,37,Palestinian,Gaza City,Gaza,Gaza Strip,13-06-2006,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jun 2006,15-44
13-06-2006,41,Palestinian,Gaza City,Gaza,Gaza Strip,13-06-2006,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jun 2006,15-44
13-06-2006,32,Palestinian,Gaza City,Gaza,Gaza Strip,13-06-2006,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,Jun 2006,15-44
13-06-2006,17,Palestinian,Gaza City,Gaza,Gaza Strip,13-06-2006,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jun 2006,15-44
13-06-2006,24,Palestinian,Gaza City,Gaza,Gaza Strip,13-06-2006,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jun 2006,15-44
13-06-2006,38,Palestinian,Gaza City,Gaza,Gaza Strip,13-06-2006,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jun 2006,15-44
11-06-2006,20,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,11-06-2006,M,Yes,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,Jun 2006,15-44
11-06-2006,21,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,11-06-2006,M,Yes,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,Jun 2006,15-44
09-06-2006,44,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,09-06-2006,M,No,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces,Jun 2006,15-44
09-06-2006,21,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,09-06-2006,M,No,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces,Jun 2006,15-44
09-06-2006,27,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,09-06-2006,M,No,Beit Hanun,North Gaza,gunfire,missile,Israeli security forces,Jun 2006,15-44
08-06-2006,43,Palestinian,Rafah,Rafah,Gaza Strip,08-06-2006,M,Yes,Rafah R.C.,Rafah,gunfire,missile,Israeli security forces,Jun 2006,15-44
08-06-2006,21,Palestinian,Rafah,Rafah,Gaza Strip,08-06-2006,M,Yes,Rafah,Rafah,gunfire,missile,Israeli security forces,Jun 2006,15-44
08-06-2006,28,Palestinian,Rafah,Rafah,Gaza Strip,08-06-2006,M,Yes,Rafah R.C.,Rafah,gunfire,missile,Israeli security forces,Jun 2006,15-44
08-06-2006,19,Palestinian,Rafah,Rafah,Gaza Strip,08-06-2006,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jun 2006,15-44
07-06-2006,37,Palestinian,Gaza City,Gaza,Gaza Strip,07-06-2006,M,Unknown,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces,Jun 2006,15-44
07-06-2006,35,Palestinian,Gaza City,Gaza,Gaza Strip,07-06-2006,M,Unknown,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces,Jun 2006,15-44
07-06-2006,24,Palestinian,Gaza City,Gaza,Gaza Strip,07-06-2006,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Jun 2006,15-44
05-06-2006,26,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,05-06-2006,M,Object of targeted killing,Jabalya,North Gaza,gunfire,missile,Israeli security forces,Jun 2006,15-44
30-05-2006,23,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,30-05-2006,M,No,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,May 2006,15-44
26-05-2006,43,Palestinian,Jabalya,North Gaza,Gaza Strip,26-05-2006,M,No,Jabalya,North Gaza,gunfire,shell,Israeli security forces,May 2006,15-44
20-05-2006,34,Palestinian,Gaza City,Gaza,Gaza Strip,28-06-2006,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2006,15-44
20-05-2006,27,Palestinian,Gaza City,Gaza,Gaza Strip,20-05-2006,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2006,15-44
20-05-2006,6,Palestinian,Gaza City,Gaza,Gaza Strip,20-05-2006,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2006,0-14
20-05-2006,46,Palestinian,Gaza City,Gaza,Gaza Strip,20-05-2006,F,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2006,45-64
20-05-2006,27,Palestinian,Gaza City,Gaza,Gaza Strip,20-05-2006,M,Object of targeted killing,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2006,15-44
07-05-2006,49,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,07-05-2006,M,No,Beit Lahiya,North Gaza,gunfire,shell,Israeli security forces,May 2006,45-64
06-05-2006,68,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,06-05-2006,M,No,Beit Lahiya,North Gaza,gunfire,shell,Israeli security forces,May 2006,> 64
05-05-2006,21,Palestinian,Gaza City,Gaza,Gaza Strip,05-05-2006,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2006,15-44
05-05-2006,19,Palestinian,Gaza City,Gaza,Gaza Strip,05-05-2006,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2006,15-44
05-05-2006,19,Palestinian,Gaza City,Gaza,Gaza Strip,05-05-2006,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2006,15-44
05-05-2006,20,Palestinian,Gaza City,Gaza,Gaza Strip,05-05-2006,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2006,15-44
05-05-2006,24,Palestinian,Gaza City,Gaza,Gaza Strip,05-05-2006,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,May 2006,15-44
27-04-2006,29,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,27-04-2006,M,No,a-Zawaydah,Deir al-Balah,gunfire,missile,Israeli security forces,Apr 2006,15-44
17-04-2006,15,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,17-04-2006,M,No,Beit Lahiya,North Gaza,gunfire,shell,Israeli security forces,Apr 2006,15-44
10-04-2006,7,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,10-04-2006,F,No,Beit Lahiya,North Gaza,gunfire,shell,Israeli security forces,Apr 2006,0-14
09-04-2006,30,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,09-04-2006,M,No,Beit Hanun,North Gaza,gunfire,shell,Israeli security forces,Apr 2006,15-44
08-04-2006,24,Palestinian,Gaza City,Gaza,Gaza Strip,08-04-2006,M,Object of targeted killing,Gaza city,Gaza,gunfire,missile,Israeli security forces,Apr 2006,15-44
08-04-2006,17,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,08-04-2006,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,Apr 2006,15-44
08-04-2006,21,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,08-04-2006,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,Apr 2006,15-44
08-04-2006,18,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,08-04-2006,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,Apr 2006,15-44
08-04-2006,30,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,08-04-2006,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,Apr 2006,15-44
08-04-2006,17,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,08-04-2006,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,Apr 2006,15-44
08-04-2006,22,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,08-04-2006,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,Apr 2006,15-44
08-04-2006,22,Palestinian,Gaza City,Gaza,Gaza Strip,08-04-2006,M,Object of targeted killing,Gaza city,Gaza,gunfire,missile,Israeli security forces,Apr 2006,15-44
07-04-2006,24,Palestinian,Rafah,Rafah,Gaza Strip,07-04-2006,M,Yes,Rafah,Rafah,gunfire,missile,Israeli security forces,Apr 2006,15-44
07-04-2006,25,Palestinian,Rafah,Rafah,Gaza Strip,07-04-2006,M,Yes,Rafah,Rafah,gunfire,missile,Israeli security forces,Apr 2006,15-44
07-04-2006,6,Palestinian,Rafah,Rafah,Gaza Strip,07-04-2006,M,No,Rafah,Rafah,gunfire,missile,Israeli security forces,Apr 2006,0-14
07-04-2006,32,Palestinian,Rafah,Rafah,Gaza Strip,07-04-2006,M,Yes,Rafah,Rafah,gunfire,missile,Israeli security forces,Apr 2006,15-44
07-04-2006,27,Palestinian,Rafah,Rafah,Gaza Strip,15-04-2006,M,Yes,Rafah,Rafah,gunfire,missile,Israeli security forces,Apr 2006,15-44
07-04-2006,23,Palestinian,Rafah,Rafah,Gaza Strip,07-04-2006,M,Yes,Rafah,Rafah,gunfire,missile,Israeli security forces,Apr 2006,15-44
06-04-2006,17,Palestinian,Nablus,Nablus,West Bank,09-04-2006,M,No,Nablus,Nablus,gunfire,rubber-coated metal bullets,Israeli security forces,Apr 2006,15-44
27-03-2006,20,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,27-03-2006,M,Yes,Gaza city,Gaza,gunfire,shell,Israeli security forces,Mar 2006,15-44
23-03-2006,19,Palestinian,Kissufim,Khan Yunis,Gaza Strip,23-03-2006,M,Yes,al-Maghazi R.C.,Deir al-Balah,gunfire,missile,Israeli security forces,Mar 2006,15-44
23-03-2006,19,Palestinian,Kissufim,Khan Yunis,Gaza Strip,23-03-2006,M,Yes,Gaza city,Gaza,gunfire,missile,Israeli security forces,Mar 2006,15-44
06-03-2006,16,Palestinian,Gaza City,Gaza,Gaza Strip,06-03-2006,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Mar 2006,15-44
06-03-2006,30,Palestinian,Gaza City,Gaza,Gaza Strip,06-03-2006,M,Object of targeted killing,Gaza city,Gaza,gunfire,missile,Israeli security forces,Mar 2006,15-44
06-03-2006,25,Palestinian,Gaza City,Gaza,Gaza Strip,06-03-2006,M,Object of targeted killing,Gaza city,Gaza,gunfire,missile,Israeli security forces,Mar 2006,15-44
06-03-2006,14,Palestinian,Gaza City,Gaza,Gaza Strip,06-03-2006,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Mar 2006,0-14
06-03-2006,7,Palestinian,Gaza City,Gaza,Gaza Strip,06-03-2006,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Mar 2006,0-14
24-02-2006,21,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,24-02-2006,M,Yes,a-Nuseirat Camp,Deir al-Balah,gunfire,shell,Israeli security forces,Feb 2006,15-44
19-02-2006,18,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,19-02-2006,M,Yes,Khan Yunis,Khan Yunis,gunfire,missile,Israeli security forces,Feb 2006,15-44
19-02-2006,19,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,19-02-2006,M,Yes,Rafah R.C.,Rafah,gunfire,missile,Israeli security forces,Feb 2006,15-44
09-02-2006,18,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,09-02-2006,M,No,Beit Hanun,North Gaza,gunfire,shell,Israeli security forces,Feb 2006,15-44
07-02-2006,22,Palestinian,Gaza City,Gaza,Gaza Strip,07-02-2006,M,Object of targeted killing,Gaza city,Gaza,gunfire,missile,Israeli security forces,Feb 2006,15-44
07-02-2006,25,Palestinian,Gaza City,Gaza,Gaza Strip,07-02-2006,M,Object of targeted killing,Gaza city,Gaza,gunfire,missile,Israeli security forces,Feb 2006,15-44
06-02-2006,27,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,06-02-2006,M,Object of targeted killing,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces,Feb 2006,15-44
06-02-2006,24,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,06-02-2006,M,Object of targeted killing,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces,Feb 2006,15-44
05-02-2006,20,Palestinian,Gaza City,Gaza,Gaza Strip,07-02-2006,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Feb 2006,15-44
05-02-2006,16,Palestinian,Gaza City,Gaza,Gaza Strip,05-02-2006,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Feb 2006,15-44
05-02-2006,29,Palestinian,Gaza City,Gaza,Gaza Strip,05-02-2006,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Feb 2006,15-44
05-02-2006,25,Palestinian,Gaza City,Gaza,Gaza Strip,05-02-2006,M,No,Gaza city,Gaza,gunfire,missile,Israeli security forces,Feb 2006,15-44
05-02-2006,31,Palestinian,Gaza City,Gaza,Gaza Strip,05-02-2006,M,Object of targeted killing,Gaza city,Gaza,gunfire,missile,Israeli security forces,Feb 2006,15-44
05-02-2006,31,Palestinian,Gaza City,Gaza,Gaza Strip,05-02-2006,M,Object of targeted killing,Gaza city,Gaza,gunfire,missile,Israeli security forces,Feb 2006,15-44
02-01-2006,39,Palestinian,Jabalya,North Gaza,Gaza Strip,02-01-2006,M,Object of targeted killing,Beit Lahiya,North Gaza,gunfire,missile,Israeli security forces,Jan 2006,15-44
02-01-2006,46,Palestinian,Jabalya,North Gaza,Gaza Strip,02-01-2006,M,No,Jabalya R.C.,North Gaza,gunfire,missile,Israeli security forces,Jan 2006,45-64
31-12-2005,21,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,31-12-2005,M,No,Beit Lahiya,North Gaza,gunfire,shell,Israeli security forces,Dec 2005,15-44
31-12-2005,20,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,31-12-2005,M,No,Beit Lahiya,North Gaza,gunfire,shell,Israeli security forces,Dec 2005,15-44
14-12-2005,21,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,14-12-2005,M,Object of targeted killing,Gaza city,Gaza,gunfire,missile,Israeli security forces,Dec 2005,15-44
